sensor_id,timestamp,temperature,humidity,aqi,noise
sensor_5,2026-03-12T20:30:59+00:00,28.8,85,163,81
sensor_1,2026-03-12T20:31:01+00:00,31.3,34,153,74
sensor_2,2026-03-12T20:31:01+00:00,39.0,82,208,50
sensor_3,2026-03-12T20:31:01+00:00,38.7,82,73,53
sensor_4,2026-03-12T20:31:01+00:00,21.7,56,58,71
sensor_5,2026-03-12T20:31:01+00:00,27.5,48,193,74
sensor_1,2026-03-12T20:31:03+00:00,30.4,77,205,95
sensor_2,2026-03-12T20:31:03+00:00,25.3,75,72,95
sensor_3,2026-03-12T20:31:03+00:00,31.6,40,127,55
sensor_4,2026-03-12T20:31:03+00:00,36.9,33,166,64
sensor_5,2026-03-12T20:31:03+00:00,30.2,84,65,43
sensor_1,2026-03-12T20:31:05+00:00,19.4,71,107,72
sensor_2,2026-03-12T20:31:05+00:00,25.1,26,202,41
sensor_3,2026-03-12T20:31:05+00:00,21.2,36,120,76
sensor_4,2026-03-12T20:31:05+00:00,26.3,27,216,51
sensor_5,2026-03-12T20:31:05+00:00,23.3,59,122,79
sensor_1,2026-03-12T20:31:07+00:00,24.2,45,161,71
sensor_2,2026-03-12T20:31:07+00:00,26.1,50,89,54
sensor_3,2026-03-12T20:31:07+00:00,33.7,50,204,30
sensor_4,2026-03-12T20:31:07+00:00,18.8,31,185,75
sensor_5,2026-03-12T20:31:07+00:00,22.9,55,206,61
sensor_1,2026-03-12T20:31:09+00:00,36.2,52,93,55
sensor_2,2026-03-12T20:31:09+00:00,34.3,72,175,46
sensor_3,2026-03-12T20:31:09+00:00,31.6,52,122,45
sensor_4,2026-03-12T20:31:09+00:00,23.0,64,53,41
sensor_5,2026-03-12T20:31:09+00:00,25.2,85,67,94
sensor_1,2026-03-12T20:31:11+00:00,33.2,60,102,86
sensor_2,2026-03-12T20:31:11+00:00,24.9,74,140,45
sensor_3,2026-03-12T20:31:11+00:00,24.8,80,208,42
sensor_4,2026-03-12T20:31:11+00:00,26.1,41,148,39
sensor_5,2026-03-12T20:31:11+00:00,38.2,22,84,89
sensor_1,2026-03-12T20:31:13+00:00,31.8,23,61,44
sensor_2,2026-03-12T20:31:13+00:00,34.1,56,121,54
sensor_3,2026-03-12T20:31:13+00:00,26.1,20,130,55
sensor_4,2026-03-12T20:31:13+00:00,19.3,25,78,59
sensor_5,2026-03-12T20:31:13+00:00,23.8,81,89,87
sensor_1,2026-03-12T20:31:15+00:00,32.2,75,169,81
sensor_2,2026-03-12T20:31:15+00:00,22.1,50,138,59
sensor_3,2026-03-12T20:31:15+00:00,21.9,40,56,37
sensor_4,2026-03-12T20:31:15+00:00,26.9,58,99,80
sensor_5,2026-03-12T20:31:15+00:00,36.0,46,150,40
sensor_1,2026-03-12T20:31:17+00:00,32.4,41,28,58
sensor_2,2026-03-12T20:31:17+00:00,18.5,32,135,53
sensor_3,2026-03-12T20:31:17+00:00,36.9,54,32,53
sensor_4,2026-03-12T20:31:17+00:00,35.7,68,177,91
sensor_5,2026-03-12T20:31:17+00:00,31.5,82,191,72
sensor_1,2026-03-12T20:31:19+00:00,30.1,47,184,67
sensor_2,2026-03-12T20:31:19+00:00,24.2,65,185,38
sensor_3,2026-03-12T20:31:19+00:00,35.2,35,72,55
sensor_4,2026-03-12T20:31:19+00:00,35.8,67,61,68
sensor_5,2026-03-12T20:31:19+00:00,27.1,20,31,71
sensor_1,2026-03-12T20:31:21+00:00,27.4,38,139,54
sensor_2,2026-03-12T20:31:21+00:00,22.6,87,136,81
sensor_3,2026-03-12T20:31:21+00:00,38.1,46,46,93
sensor_4,2026-03-12T20:31:21+00:00,29.5,86,144,47
sensor_5,2026-03-12T20:31:21+00:00,23.6,81,192,90
sensor_1,2026-03-12T20:31:23+00:00,31.5,30,147,89
sensor_2,2026-03-12T20:31:23+00:00,32.8,60,111,70
sensor_3,2026-03-12T20:31:23+00:00,27.5,28,30,77
sensor_4,2026-03-12T20:31:23+00:00,18.5,60,48,56
sensor_5,2026-03-12T20:31:23+00:00,36.2,55,105,48
sensor_1,2026-03-12T20:31:25+00:00,20.1,87,186,82
sensor_2,2026-03-12T20:31:25+00:00,35.9,23,23,61
sensor_3,2026-03-12T20:31:25+00:00,24.7,41,126,91
sensor_4,2026-03-12T20:31:25+00:00,20.0,67,192,43
sensor_5,2026-03-12T20:31:25+00:00,26.4,56,210,88
sensor_1,2026-03-12T20:31:27+00:00,36.3,35,204,49
sensor_2,2026-03-12T20:31:27+00:00,36.2,55,64,67
sensor_3,2026-03-12T20:31:27+00:00,31.8,52,194,59
sensor_4,2026-03-12T20:31:27+00:00,32.7,53,153,57
sensor_5,2026-03-12T20:31:27+00:00,19.2,86,148,46
sensor_1,2026-03-12T20:31:29+00:00,19.1,34,172,95
sensor_2,2026-03-12T20:31:29+00:00,39.8,71,127,62
sensor_3,2026-03-12T20:31:29+00:00,35.9,30,63,92
sensor_4,2026-03-12T20:31:29+00:00,20.4,82,145,56
sensor_5,2026-03-12T20:31:29+00:00,25.5,25,152,51
sensor_1,2026-03-12T20:31:31+00:00,33.1,35,23,36
sensor_2,2026-03-12T20:31:31+00:00,36.6,62,168,78
sensor_3,2026-03-12T20:31:31+00:00,36.5,55,102,88
sensor_4,2026-03-12T20:31:31+00:00,19.8,68,107,67
sensor_5,2026-03-12T20:31:31+00:00,31.1,36,114,48
sensor_1,2026-03-12T20:31:33+00:00,33.9,27,203,90
sensor_2,2026-03-12T20:31:33+00:00,30.3,23,155,90
sensor_3,2026-03-12T20:31:33+00:00,32.4,66,146,64
sensor_4,2026-03-12T20:31:33+00:00,39.2,70,133,91
sensor_5,2026-03-12T20:31:33+00:00,18.9,45,110,48
sensor_1,2026-03-12T20:31:35+00:00,28.5,87,155,30
sensor_2,2026-03-12T20:31:35+00:00,37.9,29,24,31
sensor_3,2026-03-12T20:31:35+00:00,33.9,50,43,80
sensor_4,2026-03-12T20:31:35+00:00,26.0,58,118,80
sensor_5,2026-03-12T20:31:35+00:00,31.3,88,204,62
sensor_1,2026-03-12T20:31:37+00:00,36.3,85,216,79
sensor_2,2026-03-12T20:31:37+00:00,34.0,60,187,31
sensor_3,2026-03-12T20:31:37+00:00,34.5,64,202,84
sensor_4,2026-03-12T20:31:37+00:00,25.4,24,209,63
sensor_5,2026-03-12T20:31:37+00:00,22.7,46,48,62
sensor_1,2026-03-12T20:31:39+00:00,20.6,67,117,48
sensor_2,2026-03-12T20:31:39+00:00,18.9,35,143,77
sensor_3,2026-03-12T20:31:39+00:00,22.9,50,135,62
sensor_4,2026-03-12T20:31:39+00:00,29.2,67,63,73
sensor_5,2026-03-12T20:31:39+00:00,27.0,77,31,82
sensor_1,2026-03-12T20:31:41+00:00,23.8,43,167,82
sensor_2,2026-03-12T20:31:41+00:00,24.0,21,102,54
sensor_3,2026-03-12T20:31:41+00:00,38.3,78,98,43
sensor_4,2026-03-12T20:31:41+00:00,18.4,87,47,78
sensor_5,2026-03-12T20:31:41+00:00,26.9,72,80,66
sensor_1,2026-03-12T20:31:43+00:00,35.8,57,211,82
sensor_2,2026-03-12T20:31:43+00:00,21.7,82,115,94
sensor_3,2026-03-12T20:31:43+00:00,27.6,31,166,51
sensor_4,2026-03-12T20:31:43+00:00,37.6,34,211,57
sensor_5,2026-03-12T20:31:43+00:00,31.1,38,102,59
sensor_1,2026-03-12T20:31:45+00:00,36.2,62,199,80
sensor_2,2026-03-12T20:31:45+00:00,26.2,68,45,54
sensor_3,2026-03-12T20:31:45+00:00,25.8,80,20,90
sensor_4,2026-03-12T20:31:45+00:00,34.0,64,203,66
sensor_5,2026-03-12T20:31:45+00:00,26.9,35,143,89
sensor_1,2026-03-12T20:31:47+00:00,29.9,24,138,66
sensor_2,2026-03-12T20:31:47+00:00,35.5,88,212,90
sensor_3,2026-03-12T20:31:47+00:00,32.5,45,141,48
sensor_4,2026-03-12T20:31:47+00:00,23.8,43,21,71
sensor_5,2026-03-12T20:31:47+00:00,36.1,61,199,55
sensor_1,2026-03-12T20:31:49+00:00,28.8,60,79,33
sensor_2,2026-03-12T20:31:49+00:00,29.8,69,209,43
sensor_3,2026-03-12T20:31:49+00:00,21.5,44,174,71
sensor_4,2026-03-12T20:31:49+00:00,26.0,41,68,58
sensor_5,2026-03-12T20:31:49+00:00,33.7,72,44,94
sensor_1,2026-03-12T20:31:51+00:00,38.5,28,215,44
sensor_2,2026-03-12T20:31:51+00:00,25.5,49,129,50
sensor_3,2026-03-12T20:31:51+00:00,31.4,45,185,89
sensor_4,2026-03-12T20:31:51+00:00,24.7,59,96,56
sensor_5,2026-03-12T20:31:51+00:00,34.9,60,139,38
sensor_1,2026-03-12T20:31:53+00:00,22.8,27,179,39
sensor_2,2026-03-12T20:31:53+00:00,24.0,29,54,93
sensor_3,2026-03-12T20:31:53+00:00,18.6,74,100,37
sensor_4,2026-03-12T20:31:53+00:00,25.3,86,52,65
sensor_5,2026-03-12T20:31:53+00:00,19.0,72,136,87
sensor_1,2026-03-12T20:31:55+00:00,28.0,20,51,91
sensor_2,2026-03-12T20:31:55+00:00,20.7,68,191,41
sensor_3,2026-03-12T20:31:55+00:00,31.9,26,65,37
sensor_4,2026-03-12T20:31:55+00:00,22.0,24,84,66
sensor_5,2026-03-12T20:31:55+00:00,38.3,63,110,83
sensor_1,2026-03-12T20:31:57+00:00,18.9,44,197,67
sensor_2,2026-03-12T20:31:57+00:00,18.9,81,61,69
sensor_3,2026-03-12T20:31:57+00:00,32.5,77,140,39
sensor_4,2026-03-12T20:31:57+00:00,26.5,21,71,74
sensor_5,2026-03-12T20:31:57+00:00,27.3,40,155,92
sensor_1,2026-03-12T20:31:59+00:00,32.9,38,111,81
sensor_2,2026-03-12T20:31:59+00:00,24.3,47,139,35
sensor_3,2026-03-12T20:31:59+00:00,21.4,31,98,32
sensor_4,2026-03-12T20:31:59+00:00,20.9,87,118,90
sensor_5,2026-03-12T20:31:59+00:00,38.8,50,50,60
sensor_1,2026-03-12T20:32:01+00:00,29.3,75,35,50
sensor_2,2026-03-12T20:32:01+00:00,22.5,22,67,61
sensor_3,2026-03-12T20:32:01+00:00,19.3,21,54,37
sensor_4,2026-03-12T20:32:01+00:00,28.3,68,38,88
sensor_5,2026-03-12T20:32:01+00:00,19.5,53,119,38
sensor_1,2026-03-12T20:32:03+00:00,37.8,49,25,86
sensor_2,2026-03-12T20:32:03+00:00,30.8,29,181,40
sensor_3,2026-03-12T20:32:03+00:00,38.6,81,211,86
sensor_4,2026-03-12T20:32:03+00:00,24.8,53,130,32
sensor_5,2026-03-12T20:32:03+00:00,18.9,29,131,77
sensor_1,2026-03-12T20:32:05+00:00,19.7,71,137,72
sensor_2,2026-03-12T20:32:05+00:00,26.3,50,156,72
sensor_3,2026-03-12T20:32:05+00:00,19.4,57,214,34
sensor_4,2026-03-12T20:32:05+00:00,32.9,31,72,76
sensor_5,2026-03-12T20:32:05+00:00,26.4,48,148,58
sensor_1,2026-03-12T20:32:07+00:00,20.8,43,141,90
sensor_2,2026-03-12T20:32:07+00:00,32.1,62,214,90
sensor_3,2026-03-12T20:32:07+00:00,38.0,26,211,85
sensor_4,2026-03-12T20:32:07+00:00,37.7,48,209,62
sensor_5,2026-03-12T20:32:07+00:00,25.1,21,215,68
sensor_1,2026-03-12T20:32:09+00:00,31.2,60,20,50
sensor_2,2026-03-12T20:32:09+00:00,22.2,71,116,77
sensor_3,2026-03-12T20:32:09+00:00,18.2,41,94,46
sensor_4,2026-03-12T20:32:09+00:00,20.5,68,113,48
sensor_5,2026-03-12T20:32:09+00:00,37.0,28,49,75
sensor_1,2026-03-12T20:32:11+00:00,27.5,23,121,71
sensor_2,2026-03-12T20:32:11+00:00,35.1,33,150,57
sensor_3,2026-03-12T20:32:11+00:00,28.6,37,190,52
sensor_4,2026-03-12T20:32:11+00:00,18.5,90,102,67
sensor_5,2026-03-12T20:32:11+00:00,21.1,37,110,54
sensor_1,2026-03-12T20:32:13+00:00,38.0,23,99,64
sensor_2,2026-03-12T20:32:13+00:00,33.8,89,126,65
sensor_3,2026-03-12T20:32:13+00:00,30.2,28,201,79
sensor_4,2026-03-12T20:32:13+00:00,34.8,36,145,57
sensor_5,2026-03-12T20:32:13+00:00,33.1,90,188,62
sensor_1,2026-03-12T20:32:15+00:00,38.7,87,106,71
sensor_2,2026-03-12T20:32:15+00:00,18.7,72,70,36
sensor_3,2026-03-12T20:32:15+00:00,37.2,88,103,83
sensor_4,2026-03-12T20:32:15+00:00,18.2,74,154,82
sensor_5,2026-03-12T20:32:15+00:00,39.8,52,37,89
sensor_1,2026-03-12T20:32:17+00:00,38.0,32,203,33
sensor_2,2026-03-12T20:32:17+00:00,32.3,82,54,36
sensor_3,2026-03-12T20:32:17+00:00,36.7,84,131,33
sensor_4,2026-03-12T20:32:17+00:00,21.7,31,207,56
sensor_5,2026-03-12T20:32:17+00:00,21.2,84,36,55
sensor_1,2026-03-12T20:32:19+00:00,38.9,60,32,41
sensor_2,2026-03-12T20:32:19+00:00,32.5,88,137,45
sensor_3,2026-03-12T20:32:19+00:00,25.7,87,211,84
sensor_4,2026-03-12T20:32:19+00:00,21.3,65,47,83
sensor_5,2026-03-12T20:32:19+00:00,23.7,87,145,40
sensor_1,2026-03-12T20:32:21+00:00,24.1,77,30,41
sensor_2,2026-03-12T20:32:21+00:00,39.6,46,49,30
sensor_3,2026-03-12T20:32:21+00:00,26.7,60,85,31
sensor_4,2026-03-12T20:32:21+00:00,23.5,31,99,83
sensor_5,2026-03-12T20:32:21+00:00,33.5,85,44,78
sensor_1,2026-03-12T20:32:23+00:00,25.8,75,42,60
sensor_2,2026-03-12T20:32:23+00:00,35.9,62,121,37
sensor_3,2026-03-12T20:32:23+00:00,29.9,81,156,93
sensor_4,2026-03-12T20:32:23+00:00,31.8,23,144,66
sensor_5,2026-03-12T20:32:23+00:00,39.8,41,146,94
sensor_1,2026-03-12T20:32:25+00:00,25.8,44,37,68
sensor_2,2026-03-12T20:32:25+00:00,39.2,23,32,49
sensor_3,2026-03-12T20:32:25+00:00,26.8,82,79,63
sensor_4,2026-03-12T20:32:25+00:00,21.1,41,94,44
sensor_5,2026-03-12T20:32:25+00:00,31.4,67,176,61
sensor_1,2026-03-12T20:32:27+00:00,30.7,45,47,39
sensor_2,2026-03-12T20:32:27+00:00,21.1,22,41,43
sensor_3,2026-03-12T20:32:27+00:00,29.6,57,112,33
sensor_4,2026-03-12T20:32:27+00:00,36.9,36,20,42
sensor_5,2026-03-12T20:32:27+00:00,24.9,53,174,83
sensor_1,2026-03-12T20:32:29+00:00,31.4,89,92,33
sensor_2,2026-03-12T20:32:29+00:00,29.2,42,27,56
sensor_3,2026-03-12T20:32:29+00:00,19.7,61,140,94
sensor_4,2026-03-12T20:32:29+00:00,26.9,39,66,30
sensor_5,2026-03-12T20:32:29+00:00,22.3,64,22,47
sensor_1,2026-03-12T20:32:31+00:00,27.0,75,217,60
sensor_2,2026-03-12T20:32:31+00:00,29.7,40,106,92
sensor_3,2026-03-12T20:32:31+00:00,24.3,76,87,90
sensor_4,2026-03-12T20:32:31+00:00,27.0,29,207,78
sensor_5,2026-03-12T20:32:31+00:00,38.9,43,209,87
sensor_1,2026-03-12T20:32:33+00:00,28.0,53,43,47
sensor_2,2026-03-12T20:32:33+00:00,38.5,53,87,55
sensor_3,2026-03-12T20:32:33+00:00,31.3,44,180,88
sensor_4,2026-03-12T20:32:33+00:00,33.0,44,60,54
sensor_5,2026-03-12T20:32:33+00:00,24.9,53,182,88
sensor_1,2026-03-12T20:32:35+00:00,34.3,83,57,60
sensor_2,2026-03-12T20:32:35+00:00,32.9,89,173,70
sensor_3,2026-03-12T20:32:35+00:00,18.9,82,115,31
sensor_4,2026-03-12T20:32:35+00:00,27.1,73,146,71
sensor_5,2026-03-12T20:32:35+00:00,34.8,28,105,89
sensor_1,2026-03-12T20:32:37+00:00,21.3,76,146,89
sensor_2,2026-03-12T20:32:37+00:00,20.3,42,106,59
sensor_3,2026-03-12T20:32:37+00:00,33.8,52,78,79
sensor_4,2026-03-12T20:32:37+00:00,36.8,85,168,49
sensor_5,2026-03-12T20:32:37+00:00,27.8,46,179,33
sensor_1,2026-03-12T20:32:39+00:00,38.2,26,128,50
sensor_2,2026-03-12T20:32:39+00:00,29.9,59,127,64
sensor_3,2026-03-12T20:32:39+00:00,38.1,44,119,48
sensor_4,2026-03-12T20:32:39+00:00,36.1,79,173,42
sensor_5,2026-03-12T20:32:39+00:00,38.5,61,92,52
sensor_1,2026-03-12T20:32:41+00:00,19.1,56,165,66
sensor_2,2026-03-12T20:32:41+00:00,31.9,69,130,82
sensor_3,2026-03-12T20:32:41+00:00,37.1,84,25,83
sensor_4,2026-03-12T20:32:41+00:00,38.9,43,101,67
sensor_5,2026-03-12T20:32:41+00:00,24.8,86,166,89
sensor_1,2026-03-12T20:32:43+00:00,33.2,52,132,51
sensor_2,2026-03-12T20:32:43+00:00,32.3,50,88,55
sensor_3,2026-03-12T20:32:43+00:00,35.6,38,41,87
sensor_4,2026-03-12T20:32:43+00:00,38.8,50,83,56
sensor_5,2026-03-12T20:32:43+00:00,36.3,27,22,53
sensor_1,2026-03-12T20:32:45+00:00,27.2,76,155,54
sensor_2,2026-03-12T20:32:45+00:00,38.1,43,129,40
sensor_3,2026-03-12T20:32:45+00:00,29.7,86,204,74
sensor_4,2026-03-12T20:32:45+00:00,33.9,78,138,36
sensor_5,2026-03-12T20:32:45+00:00,35.3,26,127,33
sensor_1,2026-03-12T20:32:47+00:00,18.3,83,72,92
sensor_2,2026-03-12T20:32:47+00:00,36.5,81,23,57
sensor_3,2026-03-12T20:32:47+00:00,30.1,35,138,95
sensor_4,2026-03-12T20:32:47+00:00,23.0,28,217,95
sensor_5,2026-03-12T20:32:47+00:00,21.1,63,97,46
sensor_1,2026-03-12T20:32:49+00:00,28.1,81,213,71
sensor_2,2026-03-12T20:32:49+00:00,39.8,34,150,49
sensor_3,2026-03-12T20:32:49+00:00,25.5,35,92,63
sensor_4,2026-03-12T20:32:49+00:00,26.6,43,57,71
sensor_5,2026-03-12T20:32:49+00:00,38.7,87,40,73
sensor_1,2026-03-12T20:32:51+00:00,31.6,67,105,87
sensor_2,2026-03-12T20:32:51+00:00,28.5,75,170,72
sensor_3,2026-03-12T20:32:51+00:00,30.9,39,118,41
sensor_4,2026-03-12T20:32:51+00:00,23.7,85,89,68
sensor_5,2026-03-12T20:32:51+00:00,39.2,86,64,38
sensor_1,2026-03-12T20:32:53+00:00,21.6,60,141,67
sensor_2,2026-03-12T20:32:53+00:00,27.5,55,39,41
sensor_3,2026-03-12T20:32:53+00:00,39.1,86,128,30
sensor_4,2026-03-12T20:32:53+00:00,24.4,66,52,67
sensor_5,2026-03-12T20:32:53+00:00,32.1,44,112,33
sensor_1,2026-03-12T20:32:55+00:00,33.1,21,21,48
sensor_2,2026-03-12T20:32:55+00:00,26.4,45,171,40
sensor_3,2026-03-12T20:32:55+00:00,28.1,53,151,74
sensor_4,2026-03-12T20:32:55+00:00,25.6,63,151,95
sensor_5,2026-03-12T20:32:55+00:00,32.7,69,36,40
sensor_1,2026-03-12T20:32:57+00:00,30.8,75,65,87
sensor_2,2026-03-12T20:32:57+00:00,37.3,50,81,83
sensor_3,2026-03-12T20:32:57+00:00,29.5,89,186,76
sensor_4,2026-03-12T20:32:57+00:00,38.1,32,35,35
sensor_5,2026-03-12T20:32:57+00:00,29.9,53,54,39
sensor_1,2026-03-12T20:32:59+00:00,32.3,56,219,48
sensor_2,2026-03-12T20:32:59+00:00,32.7,45,171,51
sensor_3,2026-03-12T20:32:59+00:00,31.9,39,94,69
sensor_4,2026-03-12T20:32:59+00:00,20.3,20,120,59
sensor_5,2026-03-12T20:32:59+00:00,18.5,57,152,83
sensor_1,2026-03-12T20:33:01+00:00,37.1,59,76,62
sensor_2,2026-03-12T20:33:01+00:00,24.5,61,72,79
sensor_3,2026-03-12T20:33:01+00:00,19.2,38,47,48
sensor_4,2026-03-12T20:33:01+00:00,21.0,66,72,32
sensor_5,2026-03-12T20:33:01+00:00,19.3,85,168,72
sensor_1,2026-03-12T20:33:03+00:00,20.9,41,68,39
sensor_2,2026-03-12T20:33:03+00:00,27.2,50,148,81
sensor_3,2026-03-12T20:33:03+00:00,23.8,39,70,34
sensor_4,2026-03-12T20:33:03+00:00,36.8,22,165,65
sensor_5,2026-03-12T20:33:03+00:00,34.5,57,30,55
sensor_1,2026-03-12T20:33:05+00:00,35.4,23,142,38
sensor_2,2026-03-12T20:33:05+00:00,22.7,85,202,94
sensor_3,2026-03-12T20:33:05+00:00,36.3,82,32,44
sensor_4,2026-03-12T20:33:05+00:00,21.5,40,142,36
sensor_5,2026-03-12T20:33:05+00:00,38.3,77,136,71
sensor_1,2026-03-12T20:33:07+00:00,20.5,48,54,35
sensor_2,2026-03-12T20:33:07+00:00,35.3,23,29,75
sensor_3,2026-03-12T20:33:07+00:00,38.8,44,63,62
sensor_4,2026-03-12T20:33:07+00:00,23.2,56,88,54
sensor_5,2026-03-12T20:33:07+00:00,33.4,77,38,42
sensor_1,2026-03-12T20:33:09+00:00,22.8,90,23,37
sensor_2,2026-03-12T20:33:09+00:00,37.0,29,176,60
sensor_3,2026-03-12T20:33:09+00:00,39.3,45,137,53
sensor_4,2026-03-12T20:33:09+00:00,28.1,39,104,80
sensor_5,2026-03-12T20:33:09+00:00,21.7,41,103,82
sensor_1,2026-03-12T20:33:11+00:00,35.9,60,68,36
sensor_2,2026-03-12T20:33:11+00:00,35.5,82,23,42
sensor_3,2026-03-12T20:33:11+00:00,22.5,33,172,46
sensor_4,2026-03-12T20:33:11+00:00,21.8,64,104,68
sensor_5,2026-03-12T20:33:11+00:00,26.9,29,38,44
sensor_1,2026-03-12T20:33:13+00:00,19.7,88,100,87
sensor_2,2026-03-12T20:33:13+00:00,30.3,27,103,32
sensor_3,2026-03-12T20:33:13+00:00,38.6,45,183,54
sensor_4,2026-03-12T20:33:13+00:00,28.4,28,53,81
sensor_5,2026-03-12T20:33:13+00:00,23.6,63,91,51
sensor_1,2026-03-12T20:33:15+00:00,18.6,78,51,31
sensor_2,2026-03-12T20:33:15+00:00,26.1,56,40,39
sensor_3,2026-03-12T20:33:15+00:00,34.5,64,61,42
sensor_4,2026-03-12T20:33:15+00:00,20.2,80,36,80
sensor_5,2026-03-12T20:33:15+00:00,33.9,86,119,63
sensor_1,2026-03-12T20:33:17+00:00,29.1,56,162,50
sensor_2,2026-03-12T20:33:17+00:00,36.2,34,179,61
sensor_3,2026-03-12T20:33:17+00:00,23.2,84,70,57
sensor_4,2026-03-12T20:33:17+00:00,37.8,54,198,34
sensor_5,2026-03-12T20:33:17+00:00,26.9,52,206,56
sensor_1,2026-03-12T20:33:19+00:00,39.9,74,81,59
sensor_2,2026-03-12T20:33:19+00:00,28.7,87,172,82
sensor_3,2026-03-12T20:33:19+00:00,20.9,55,212,72
sensor_4,2026-03-12T20:33:19+00:00,35.9,22,102,92
sensor_5,2026-03-12T20:33:19+00:00,36.3,79,153,30
sensor_1,2026-03-12T20:33:21+00:00,27.6,23,109,70
sensor_2,2026-03-12T20:33:21+00:00,29.9,32,171,70
sensor_3,2026-03-12T20:33:21+00:00,21.1,64,157,44
sensor_4,2026-03-12T20:33:21+00:00,29.9,50,152,61
sensor_5,2026-03-12T20:33:21+00:00,28.1,63,216,54
sensor_1,2026-03-12T20:33:23+00:00,20.6,47,59,34
sensor_2,2026-03-12T20:33:23+00:00,34.3,60,161,33
sensor_3,2026-03-12T20:33:23+00:00,36.6,80,208,35
sensor_4,2026-03-12T20:33:23+00:00,32.4,57,149,48
sensor_5,2026-03-12T20:33:23+00:00,22.5,66,161,53
sensor_1,2026-03-12T20:33:25+00:00,24.6,25,22,32
sensor_2,2026-03-12T20:33:25+00:00,23.0,90,159,34
sensor_3,2026-03-12T20:33:25+00:00,19.6,34,140,74
sensor_4,2026-03-12T20:33:25+00:00,29.1,23,50,70
sensor_5,2026-03-12T20:33:25+00:00,19.3,82,50,41
sensor_1,2026-03-12T20:33:27+00:00,32.6,42,66,71
sensor_2,2026-03-12T20:33:27+00:00,26.5,48,83,30
sensor_3,2026-03-12T20:33:27+00:00,27.9,50,115,85
sensor_4,2026-03-12T20:33:27+00:00,37.5,64,65,82
sensor_5,2026-03-12T20:33:27+00:00,25.9,45,107,93
sensor_1,2026-03-12T20:33:29+00:00,38.1,35,71,65
sensor_2,2026-03-12T20:33:29+00:00,21.7,50,204,52
sensor_3,2026-03-12T20:33:29+00:00,37.5,44,198,68
sensor_4,2026-03-12T20:33:29+00:00,23.2,90,92,51
sensor_5,2026-03-12T20:33:29+00:00,32.0,75,181,60
sensor_1,2026-03-12T20:33:31+00:00,22.4,80,197,32
sensor_2,2026-03-12T20:33:31+00:00,27.4,86,205,79
sensor_3,2026-03-12T20:33:31+00:00,34.7,73,64,95
sensor_4,2026-03-12T20:33:31+00:00,22.1,64,76,60
sensor_5,2026-03-12T20:33:31+00:00,33.2,50,203,80
sensor_1,2026-03-12T20:33:33+00:00,25.3,25,143,61
sensor_2,2026-03-12T20:33:33+00:00,37.8,20,198,81
sensor_3,2026-03-12T20:33:33+00:00,18.6,25,42,93
sensor_4,2026-03-12T20:33:33+00:00,36.5,49,200,85
sensor_5,2026-03-12T20:33:33+00:00,31.0,85,124,91
sensor_1,2026-03-12T20:33:35+00:00,33.3,58,217,66
sensor_2,2026-03-12T20:33:35+00:00,27.6,46,38,68
sensor_3,2026-03-12T20:33:35+00:00,18.8,36,85,47
sensor_4,2026-03-12T20:33:35+00:00,24.3,80,162,42
sensor_5,2026-03-12T20:33:35+00:00,36.6,79,185,59
sensor_1,2026-03-12T20:33:37+00:00,31.0,29,220,63
sensor_2,2026-03-12T20:33:37+00:00,25.2,85,91,69
sensor_3,2026-03-12T20:33:37+00:00,23.7,26,113,72
sensor_4,2026-03-12T20:33:37+00:00,22.6,31,35,82
sensor_5,2026-03-12T20:33:37+00:00,20.3,55,156,76
sensor_1,2026-03-12T20:33:39+00:00,30.1,50,145,37
sensor_2,2026-03-12T20:33:39+00:00,25.5,75,204,51
sensor_3,2026-03-12T20:33:39+00:00,23.4,51,150,61
sensor_4,2026-03-12T20:33:39+00:00,31.5,87,121,85
sensor_5,2026-03-12T20:33:39+00:00,34.5,65,207,34
sensor_1,2026-03-12T20:33:41+00:00,19.9,50,216,93
sensor_2,2026-03-12T20:33:41+00:00,23.0,25,112,63
sensor_3,2026-03-12T20:33:41+00:00,24.5,90,69,61
sensor_4,2026-03-12T20:33:41+00:00,38.6,46,63,64
sensor_5,2026-03-12T20:33:41+00:00,36.5,27,175,70
sensor_1,2026-03-12T20:33:43+00:00,39.7,43,107,42
sensor_2,2026-03-12T20:33:43+00:00,21.9,74,35,91
sensor_3,2026-03-12T20:33:43+00:00,39.4,47,107,51
sensor_4,2026-03-12T20:33:43+00:00,18.6,27,93,72
sensor_5,2026-03-12T20:33:43+00:00,27.6,75,108,43
sensor_1,2026-03-12T20:33:45+00:00,35.6,63,23,51
sensor_2,2026-03-12T20:33:45+00:00,23.3,88,39,93
sensor_3,2026-03-12T20:33:45+00:00,18.8,56,65,85
sensor_4,2026-03-12T20:33:45+00:00,32.7,69,127,74
sensor_5,2026-03-12T20:33:45+00:00,24.9,79,83,32
sensor_1,2026-03-12T20:33:47+00:00,25.3,73,142,91
sensor_2,2026-03-12T20:33:47+00:00,32.6,71,215,71
sensor_3,2026-03-12T20:33:47+00:00,28.5,74,77,89
sensor_4,2026-03-12T20:33:47+00:00,26.2,34,96,44
sensor_5,2026-03-12T20:33:47+00:00,37.1,24,103,30
sensor_1,2026-03-12T20:33:49+00:00,19.7,89,58,30
sensor_2,2026-03-12T20:33:49+00:00,25.2,83,98,52
